0,0,AT,CN,IB,IR,OB,OT,RF,TB,UR,,class,guid,segment_no,equal
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0004-fead-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0004-feb1-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0004-feb5-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0004-feb9-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0,0.04,0.38,0.05,0.03,0.44,0,0.01,,RF,5ebb469d-0004-febd-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.11,0,0.46,0.23,0,0.07,0.11,0,0.02,,RF,5ebb469d-0004-fec1-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.11,0,0.48,0.23,0,0.08,0.08,0,0.02,,RF,5ebb469d-0004-fec5-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.11,0,0.56,0.19,0,0.07,0.05,0,0.02,,RF,5ebb469d-0004-fec9-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.11,0,0.55,0.2,0,0.07,0.05,0,0.02,,RF,5ebb469d-0004-fecd-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.05,0,0.08,0.29,0.04,0.07,0.41,0,0.06,,RF,5ebb469d-0004-fed1-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0004-fed5-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.9,0,0.02,,RF,5ebb469d-0004-fed9-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.9,0,0.02,,RF,5ebb469d-0004-fedd-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.9,0,0.02,,RF,5ebb469d-0004-fee1-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebb469d-0004-fef9-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebb469d-0004-fefd-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.01,0,0.03,0.04,0,0,0.92,0,0,,RF,5ebb469d-0004-ff05-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.02,0,0.11,0.11,0,0.02,0.73,0,0.01,,RF,5ebb469d-0004-ff09-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0.03,0.2,0.03,0.01,0.66,0,0,,RF,5ebb469d-0004-ff0f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.31,0.01,0.02,0.65,0,0,,RF,5ebb469d-0004-ff13-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0.06,0.11,0.01,0.12,0.34,0,0.1,,RF,5ebb469d-0005-0087-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.11,0,0.02,0,0,0,0.86,0,0.01,,RF,5ebb469d-0005-008b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.11,0,0.01,0,0,0,0.86,0,0.02,,RF,5ebb469d-0005-008f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.11,0,0.01,0,0,0,0.86,0,0.02,,RF,5ebb469d-0005-0093-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.1,0,0.01,0,0,0,0.87,0,0.02,,RF,5ebb469d-0005-0097-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.1,0,0.03,0,0,0,0.85,0,0.02,,RF,5ebb469d-0005-009b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.1,0,0.04,0,0,0,0.84,0,0.02,,RF,5ebb469d-0005-009f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.1,0,0.08,0,0,0,0.8,0,0.02,,RF,5ebb469d-0005-00a3-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.09,0,0.07,0,0,0,0.82,0,0.02,,RF,5ebb469d-0005-00a7-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.09,0,0.07,0,0,0,0.83,0,0.01,,RF,5ebb469d-0005-00ab-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.91,0,0.01,,RF,5ebb469d-0005-00af-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-00b3-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.06,0.03,0,0.1,0,0.03,0.77,0,0.01,,IB,5ebb469d-0005-0ca7-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.06,0.03,0,0.1,0,0.03,0.77,0,0.01,,RF,5ebb469d-0005-0cab-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.01,0,0.11,0.01,0.06,0.74,0,0.02,,RF,5ebb469d-0005-0caf-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.01,0.01,0.1,0.01,0.07,0.73,0,0.02,,RF,5ebb469d-0005-0cb3-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.02,0,0.1,0.01,0.06,0.74,0,0.02,,RF,5ebb469d-0005-0cb7-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.02,0,0.09,0.01,0.06,0.75,0,0.02,,RF,5ebb469d-0005-0cbb-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.15,0,0.65,0.09,0.03,0,0.06,0,0.02,,IB,5ebb469d-0005-0cbf-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.18,0,0.61,0.12,0.02,0,0.03,0,0.04,,IB,5ebb469d-0005-0cf3-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.04,0.01,0.08,0.35,0.07,0.03,0.36,0,0.06,,RF,5ebb469d-0005-0d2b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.02,0,0,0,0,0,0.98,0,0,,RF,5ebb469d-0005-0d2f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0,0,0,0.99,0,0,,RF,5ebb469d-0005-0d33-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.11,0.01,0.13,0.32,0,0.05,0.37,0,0.01,,RF,5ebb469d-0005-0d37-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.12,0.01,0.11,0.33,0,0.05,0.37,0,0.01,,RF,5ebb469d-0005-0d3b-3135-383933373437,xmed-Z4-SS9-1,1
3,IR,0.04,0.02,0.17,0.49,0,0.06,0.19,0.01,0.02,,RF,5ebb469d-0005-0d3f-3135-383933373437,xmed-Z4-SS9-1,0
3,IR,0.04,0.02,0.16,0.5,0,0.06,0.19,0.01,0.02,,RF,5ebb469d-0005-0d43-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d47-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d4b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d4f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d53-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0,0.02,0.39,0.07,0.03,0.43,0,0.01,,RF,5ebb469d-0005-0d57-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.11,0,0.46,0.24,0,0.08,0.09,0,0.02,,RF,5ebb469d-0005-0d5b-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.11,0,0.49,0.22,0,0.07,0.09,0,0.02,,RF,5ebb469d-0005-0d5f-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.12,0,0.56,0.18,0,0.07,0.05,0,0.02,,RF,5ebb469d-0005-0d63-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.12,0,0.55,0.19,0,0.07,0.05,0,0.02,,RF,5ebb469d-0005-0d67-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.05,0,0.07,0.29,0.05,0.07,0.41,0,0.06,,RF,5ebb469d-0005-0d6b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d6f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d73-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d77-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0d7b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0.03,0,0.1,0,0.03,0.76,0,0.01,,IB,5ebb469d-0005-0d7f-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.07,0.03,0,0.1,0,0.03,0.76,0,0.01,,RF,5ebb469d-0005-0d83-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.06,0.01,0,0.11,0.01,0.06,0.73,0,0.02,,RF,5ebb469d-0005-0d87-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.01,0.01,0.1,0.01,0.07,0.73,0,0.02,,RF,5ebb469d-0005-0d8b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.02,0,0.1,0.01,0.05,0.75,0,0.02,,RF,5ebb469d-0005-0d8f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0.02,0,0.09,0.01,0.06,0.75,0,0.02,,RF,5ebb469d-0005-0d93-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.17,0,0.64,0.08,0.03,0,0.06,0,0.02,,IB,5ebb469d-0005-0d97-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.18,0,0.61,0.12,0.02,0,0.03,0,0.04,,IB,5ebb469d-0005-0dcb-3135-383933373437,xmed-Z4-SS9-1,1
3,IR,0.05,0.01,0.08,0.41,0.06,0.03,0.31,0,0.05,,RF,5ebb469d-0005-0e03-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.2,0,0,0.05,0,0,0.75,0,0,,RF,5ebb469d-0005-0e07-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.14,0,0,0.08,0,0,0.78,0,0,,RF,5ebb469d-0005-0e0b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.16,0.01,0.09,0.33,0,0.04,0.36,0,0.01,,RF,5ebb469d-0005-0e0f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.12,0.01,0.11,0.33,0,0.05,0.37,0,0.01,,RF,5ebb469d-0005-0e13-3135-383933373437,xmed-Z4-SS9-1,1
3,IR,0.07,0.02,0.14,0.5,0,0.05,0.19,0.01,0.02,,RF,5ebb469d-0005-0e17-3135-383933373437,xmed-Z4-SS9-1,0
3,IR,0.05,0.02,0.15,0.53,0,0.04,0.18,0.01,0.02,,RF,5ebb469d-0005-0e1b-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0e1f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0e23-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0e27-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0e2b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.05,0,0.02,0.39,0.07,0.03,0.43,0,0.01,,RF,5ebb469d-0005-0e2f-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.12,0,0.49,0.2,0,0.08,0.09,0,0.02,,RF,5ebb469d-0005-0e33-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.12,0,0.47,0.22,0,0.08,0.09,0,0.02,,RF,5ebb469d-0005-0e37-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.12,0,0.55,0.19,0,0.07,0.05,0,0.02,,RF,5ebb469d-0005-0e3b-3135-383933373437,xmed-Z4-SS9-1,0
2,IB,0.12,0,0.55,0.19,0,0.07,0.05,0,0.02,,RF,5ebb469d-0005-0e3f-3135-383933373437,xmed-Z4-SS9-1,0
6,RF,0.05,0,0.07,0.28,0.05,0.07,0.4,0,0.08,,RF,5ebb469d-0005-0e43-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebb469d-0005-0e47-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.9,0,0.02,,RF,5ebb469d-0005-0e4b-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.9,0,0.02,,RF,5ebb469d-0005-0e4f-3135-383933373437,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0.01,0.9,0,0.02,,RF,5ebb469d-0005-0e53-3135-383933373437,xmed-Z4-SS9-1,1
2,IB,0.07,0,0.49,0.1,0.18,0,0.07,0.07,0.02,,IB,5ebb469d-0005-af60-3135-383933373537,xmed-Z4-SS9-1,1
2,IB,0.04,0,0.59,0.09,0.13,0.02,0.06,0.04,0.03,,IB,5ebb469d-0005-afac-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebb469d-0005-b0ac-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b0b0-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b0b4-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b0b8-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebb469d-0005-b0c0-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b0c4-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b0c8-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b0cc-3135-383933373537,xmed-Z4-SS9-1,1
0,AT,0.44,0.02,0.06,0.15,0.04,0.05,0.24,0,0,,RF,5ebb469d-0005-b0d4-3135-383933373537,xmed-Z4-SS9-1,0
0,AT,0.46,0.02,0.05,0.15,0.02,0.03,0.27,0,0,,RF,5ebb469d-0005-b0d8-3135-383933373537,xmed-Z4-SS9-1,0
0,AT,0.46,0.02,0.05,0.16,0.02,0.03,0.26,0,0,,RF,5ebb469d-0005-b0dc-3135-383933373537,xmed-Z4-SS9-1,0
0,AT,0.45,0.02,0.04,0.19,0.03,0.03,0.23,0,0.01,,RF,5ebb469d-0005-b0e0-3135-383933373537,xmed-Z4-SS9-1,0
6,RF,0.09,0,0,0,0,0,0.89,0,0.02,,RF,5ebb469d-0005-b0f0-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.08,0,0,0,0,0,0.9,0,0.02,,RF,5ebb469d-0005-b0fc-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.08,0,0,0,0,0,0.9,0,0.02,,RF,5ebb469d-0005-b108-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebb469d-0005-b57e-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b582-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b586-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.01,0,0,0.98,0,0,,RF,5ebb469d-0005-b58a-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebb469d-0005-b592-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebb469d-0005-b596-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.01,0,0,0.98,0,0,,RF,5ebb469d-0005-b59a-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.01,0,0,0.98,0,0,,RF,5ebb469d-0005-b59e-3135-383933373537,xmed-Z4-SS9-1,1
0,AT,0.46,0.02,0.05,0.14,0,0.07,0.26,0,0,,RF,5ebb469d-0005-b5a6-3135-383933373537,xmed-Z4-SS9-1,0
0,AT,0.43,0.02,0.07,0.17,0,0.05,0.26,0,0,,RF,5ebb469d-0005-b5aa-3135-383933373537,xmed-Z4-SS9-1,0
0,AT,0.45,0.02,0.04,0.17,0,0.05,0.27,0,0,,RF,5ebb469d-0005-b5ae-3135-383933373537,xmed-Z4-SS9-1,0
0,AT,0.43,0.02,0.07,0.16,0,0.05,0.27,0,0,,RF,5ebb469d-0005-b5b2-3135-383933373537,xmed-Z4-SS9-1,0
6,RF,0.08,0,0,0,0,0,0.9,0,0.02,,RF,5ebb469d-0005-b5c2-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.08,0,0,0,0,0,0.9,0,0.02,,RF,5ebb469d-0005-b5ce-3135-383933373537,xmed-Z4-SS9-1,1
6,RF,0.08,0,0,0.01,0,0,0.89,0,0.02,,RF,5ebb469d-0005-b5da-3135-383933373537,xmed-Z4-SS9-1,1
2,IB,0.11,0.06,0.66,0,0.01,0.04,0.09,0,0.03,,IB,5ebf8bce-0000-1306-3135-383936313538,xmed-Z4-SS9-1,1
2,IB,0.11,0.06,0.64,0,0.01,0.05,0.09,0,0.04,,IB,5ebf8bce-0000-142f-3135-383936313538,xmed-Z4-SS9-1,1
2,IB,0.11,0.06,0.64,0,0.01,0.05,0.09,0,0.04,,IB,5ebf8bce-0000-144a-3135-383936313538,xmed-Z4-SS9-1,1
2,IB,0.22,0,0.62,0.1,0,0.01,0.01,0,0.04,,IB,5ebf8bce-0000-19a5-3135-383936313538,xmed-Z4-SS9-1,1
2,IB,0.2,0,0.62,0.12,0,0,0.02,0,0.04,,IB,5ebf8bce-0000-1b1b-3135-383936313538,xmed-Z4-SS9-1,1
2,IB,0.2,0,0.63,0.11,0,0,0.02,0,0.04,,IB,5ebf8bce-0000-1b3d-3135-383936313538,xmed-Z4-SS9-1,1
0,AT,0.64,0,0.06,0.03,0,0.18,0.09,0,0,,CN,5ebf3996-0000-0696-3135-383936313930,xmed-Z4-SS9-1,0
6,RF,0.01,0,0,0,0,0.02,0.97,0,0,,CN,5ebf3996-0000-069b-3135-383936313930,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.03,0.97,0,0,,CN,5ebf3996-0000-06a0-3135-383936313930,xmed-Z4-SS9-1,0
3,IR,0.2,0,0.21,0.31,0.03,0.01,0.03,0.19,0.02,,TB,5ebfad44-0000-0146-3135-383936323031,xmed-Z4-SS9-1,0
7,TB,0.13,0,0.02,0.1,0.01,0,0.05,0.69,0,,TB,5ebfad44-0000-014b-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.11,0,0,0.1,0.01,0,0.05,0.72,0.01,,TB,5ebfad44-0000-0150-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.11,0,0.02,0.1,0.01,0,0.06,0.69,0.01,,TB,5ebfad44-0000-0155-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.13,0,0,0.1,0.01,0.01,0.05,0.69,0.01,,TB,5ebfad44-0000-015a-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.18,0,0.02,0.29,0.01,0.01,0.09,0.38,0.02,,TB,5ebfad44-0000-015f-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.1,0.02,0.24,0.21,0.23,0.08,0.03,0.05,0.04,,OB,5ebfad44-0000-0164-3135-383936323031,xmed-Z4-SS9-1,0
4,OB,0,0,0.16,0.05,0.63,0.06,0.07,0.01,0.02,,OB,5ebfad44-0000-05a5-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.16,0.05,0.63,0.06,0.06,0.01,0.03,,OB,5ebfad44-0000-05aa-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.14,0.05,0.64,0.06,0.08,0.01,0.02,,OB,5ebfad44-0000-05af-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.1,0.05,0.63,0.1,0.1,0,0.02,,OB,5ebfad44-0000-05b4-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.21,0.04,0.63,0.01,0.08,0,0.03,,OB,5ebfad44-0000-06f6-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.19,0.05,0.61,0.01,0.1,0.01,0.03,,OB,5ebfad44-0000-06fb-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.49,0.15,0.18,0,0.05,0.01,0.07,,OB,5ebfad44-0000-0700-3135-383936323031,xmed-Z4-SS9-1,0
2,IB,0.06,0,0.4,0.09,0.23,0,0.08,0.12,0.02,,IB,5ebfad44-0000-0845-3135-383936323031,xmed-Z4-SS9-1,1
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0944-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0949-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-094e-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0953-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0958-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-095d-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0962-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0967-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-096c-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0971-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-0976-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.06,0.19,0,0.07,0.01,0.12,0.53,0,0.02,,CN,5ebfad44-0000-097b-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.08,0,0.06,0.01,0.09,0.67,0,0.02,,CN,5ebfad44-0000-0980-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.08,0,0.06,0.01,0.09,0.67,0,0.02,,CN,5ebfad44-0000-0985-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.08,0,0.06,0.01,0.09,0.67,0,0.02,,CN,5ebfad44-0000-098a-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.08,0,0.06,0.01,0.09,0.67,0,0.02,,CN,5ebfad44-0000-098f-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.08,0,0.06,0.01,0.09,0.67,0,0.02,,CN,5ebfad44-0000-0994-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0,0.06,0.01,0.09,0.66,0,0.02,,CN,5ebfad44-0000-0999-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.15,0.08,0.01,0.06,0.01,0.09,0.58,0,0.02,,CN,5ebfad44-0000-099e-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.14,0.08,0.01,0.04,0.01,0.09,0.6,0,0.03,,CN,5ebfad44-0000-09a3-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.12,0.08,0,0.07,0.01,0.07,0.63,0,0.02,,CN,5ebfad44-0000-09a8-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.32,0.08,0.02,0.13,0.01,0.06,0.37,0,0.01,,CN,5ebfad44-0000-09ad-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.06,0.94,0,0,,CN,5ebfad44-0000-1196-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.06,0.94,0,0,,CN,5ebfad44-0000-1209-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.36,0.04,0.04,0.19,0.01,0.11,0.25,0,0,,CN,5ebfad44-0000-149d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.37,0.02,0.05,0.18,0.01,0.14,0.23,0,0,,CN,5ebfad44-0000-14a2-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.41,0.04,0.04,0.16,0.01,0.1,0.24,0,0,,CN,5ebfad44-0000-14a7-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.37,0.04,0.05,0.16,0.01,0.14,0.23,0,0,,CN,5ebfad44-0000-14ac-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.43,0.02,0.04,0.16,0.01,0.11,0.23,0,0,,CN,5ebfad44-0000-14b1-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.4,0.04,0.04,0.15,0.01,0.13,0.23,0,0,,CN,5ebfad44-0000-14b6-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.41,0.02,0.04,0.17,0.01,0.1,0.25,0,0,,CN,5ebfad44-0000-14bb-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.4,0.04,0.05,0.15,0.01,0.13,0.22,0,0,,CN,5ebfad44-0000-14c0-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.44,0.02,0.03,0.17,0.01,0.09,0.24,0,0,,CN,5ebfad44-0000-14c5-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.5,0.02,0.03,0.14,0.01,0.14,0.16,0,0,,CN,5ebfad44-0000-14ca-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.03,0.02,0.12,0,0.11,0.21,0,0,,CN,5ebfad44-0000-14cf-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.52,0.04,0.03,0.11,0.01,0.13,0.16,0,0,,CN,5ebfad44-0000-14d4-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.52,0.03,0.02,0.13,0.01,0.1,0.19,0,0,,CN,5ebfad44-0000-14d9-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.43,0.04,0.03,0.13,0.01,0.12,0.24,0,0,,CN,5ebfad44-0000-14de-3135-383936323031,xmed-Z4-SS9-1,0
