class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,segment_no,edgeCount
UR,5b8c7ab1-0000-2df1-3135-333539333737,442600,-16792.53678,2739.248187,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2df4-3135-333539333737,428405,-16792.53678,2739.248187,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2df7-3135-333539333737,442600,-17392.34937,2724.252872,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2dfa-3135-333539333737,428405,-17392.34937,2724.252872,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2dfd-3135-333539333737,442600,-4196.472437,3054.149795,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e00-3135-333539333737,428405,-4196.472437,3054.149795,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e03-3135-333539333737,442600,-16192.72419,2754.243502,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e06-3135-333539333737,428405,-16192.72419,2754.243501,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e09-3135-333539333737,442600,-13193.66125,2829.220075,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e0c-3135-333539333737,428405,-13193.66125,2829.220074,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e0f-3135-333539333737,442600,-4796.285024,3039.154479,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e12-3135-333539333737,428405,-4796.285024,3039.154479,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e15-3135-333539333737,442600,-11994.03608,2859.210704,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e18-3135-333539333737,428405,-11994.03608,2859.210704,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e1b-3135-333539333737,442600,-12593.84867,2844.215389,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e1e-3135-333539333737,428405,-12593.84867,2844.215389,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e21-3135-333539333737,442600,-10794.4109,2889.201333,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e24-3135-333539333737,428405,-10794.4109,2889.201333,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e27-3135-333539333737,442600,-11394.22349,2874.206018,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e2a-3135-333539333737,428405,-11394.22349,2874.206018,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e2d-3135-333539333737,442600,-9594.785727,2919.191962,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e30-3135-333539333737,428405,-9594.785727,2919.191962,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e33-3135-333539333737,442600,-10194.59832,2904.196648,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e36-3135-333539333737,428405,-10194.59832,2904.196648,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e39-3135-333539333737,442600,-8395.160551,2949.182591,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e3c-3135-333539333737,428405,-8395.160551,2949.182591,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e3f-3135-333539333737,442600,-8994.973139,2934.187277,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e42-3135-333539333737,428405,-8994.973139,2934.187277,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e45-3135-333539333737,442600,-7195.535376,2979.173221,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e48-3135-333539333737,428405,-7195.535376,2979.173221,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e4b-3135-333539333737,442600,-7795.347964,2964.177906,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e4e-3135-333539333737,428405,-7795.347964,2964.177906,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e51-3135-333539333737,442600,-5995.9102,3009.16385,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e54-3135-333539333737,428405,-5995.9102,3009.16385,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e57-3135-333539333737,442600,-6595.722788,2994.168535,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e5a-3135-333539333737,428405,-6595.722788,2994.168535,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e5d-3135-333539333737,442600,6193.661252,2829.220075,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e60-3135-333539333737,428405,6193.661252,2829.220075,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e63-3135-333539333737,442600,-5396.097612,3024.159164,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e66-3135-333539333737,428405,-5396.097612,3024.159164,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e69-3135-333539333737,442600,795.3479614,2964.177906,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e6c-3135-333539333737,428405,795.3479614,2964.177906,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e6f-3135-333539333737,442600,195.5353736,2979.173221,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e72-3135-333539333737,428405,195.5353736,2979.173221,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e75-3135-333539333737,442600,1994.973137,2934.187277,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e78-3135-333539333737,428405,1994.973137,2934.187277,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e7b-3135-333539333737,442600,1395.160549,2949.182592,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e7e-3135-333539333737,428405,1395.160549,2949.182592,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e81-3135-333539333737,442600,3194.598313,2904.196648,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e84-3135-333539333737,428405,3194.598313,2904.196648,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e87-3135-333539333737,442600,2594.785725,2919.191963,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e8a-3135-333539333737,428405,2594.785725,2919.191962,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e8d-3135-333539333737,442600,4394.223489,2874.206019,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e90-3135-333539333737,428405,4394.223489,2874.206019,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e93-3135-333539333737,442600,3794.410901,2889.201333,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e96-3135-333539333737,428405,3794.410901,2889.201333,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e99-3135-333539333737,442600,5593.848664,2844.21539,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e9c-3135-333539333737,428405,5593.848664,2844.215389,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2e9f-3135-333539333737,442600,4994.036076,2859.210704,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ea2-3135-333539333737,428405,4994.036076,2859.210704,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ea5-3135-333539333737,442600,-1603.90239,3024.159165,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ea8-3135-333539333737,428405,-1603.90239,3024.159165,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eab-3135-333539333737,442600,-2203.714978,3039.154479,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eae-3135-333539333737,428405,-2203.714978,3039.154479,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eb1-3135-333539333737,442600,-404.2772143,2994.168536,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eb4-3135-333539333737,428405,-404.2772143,2994.168535,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eb7-3135-333539333737,442600,-1004.089802,3009.16385,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eba-3135-333539333737,428405,-1004.089802,3009.16385,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ebd-3135-333539333737,442600,10992.1283,2707.911462,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ec0-3135-333539333737,428405,10992.1283,2707.911462,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ec3-3135-333539333737,442600,-2803.527566,3054.149795,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ec6-3135-333539333737,428405,-2803.527566,3054.149795,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ec9-3135-333539333737,442600,11591.94093,2692.917838,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ecc-3135-333539333737,428405,11591.94093,2692.917838,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ecf-3135-333539333737,442600,6793.47384,2814.22476,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ed2-3135-333539333737,428405,6793.47384,2814.22476,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ed5-3135-333539333737,442600,13091.4725,2655.433778,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ed8-3135-333539333737,428405,13091.4725,2655.433778,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2edb-3135-333539333737,442600,12541.64426,2669.177933,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ede-3135-333539333737,428405,12541.64426,2669.177933,62757.83305,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ee1-3135-333539333737,442600,7993.099016,2784.234131,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ee4-3135-333539333737,428405,7993.099016,2784.234131,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ee7-3135-333539333737,442600,7393.286428,2799.229446,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eea-3135-333539333737,428405,7393.286428,2799.229446,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eed-3135-333539333737,442600,9192.724191,2754.243502,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ef0-3135-333539333737,428405,9192.724191,2754.243502,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ef3-3135-333539333737,442600,8592.911603,2769.238817,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ef6-3135-333539333737,428405,8592.911603,2769.238816,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2ef9-3135-333539333737,442600,9792.536779,2739.248187,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2efc-3135-333539333737,428405,9792.536779,2739.248187,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2eff-3135-333539333737,442600,10392.34937,2724.252873,65348.22647,scw-C3-JD-24,66
UR,5b8c7ab1-0000-2f02-3135-333539333737,428405,10392.34937,2724.252873,65348.22647,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f05-3135-333539333737,442750,6899.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f08-3135-333539333737,428249.9999,6899.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f0b-3135-333539333737,442750,6099.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f0e-3135-333539333737,428249.9999,6099.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f11-3135-333539333737,442750,5299.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f14-3135-333539333737,428249.9999,5299.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f17-3135-333539333737,442750,4499.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f1a-3135-333539333737,428249.9999,4499.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f1d-3135-333539333737,442750,3699.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f20-3135-333539333737,428249.9999,3699.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f23-3135-333539333737,442750,2899.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f26-3135-333539333737,428249.9999,2899.999997,163.6615515,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f29-3135-333539333737,442750,2099.999997,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f2c-3135-333539333737,428249.9999,2099.999997,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f2f-3135-333539333737,442750,1299.999997,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f32-3135-333539333737,428249.9999,1299.999997,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f35-3135-333539333737,442750,499.9999974,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f38-3135-333539333737,428249.9999,499.9999974,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f3b-3135-333539333737,442750,-300.0000026,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f3e-3135-333539333737,428249.9999,-300.0000026,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f41-3135-333539333737,442750,-1100.000003,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f44-3135-333539333737,428249.9999,-1100.000003,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f47-3135-333539333737,442750,-1900.000003,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f4a-3135-333539333737,428249.9999,-1900.000003,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f4d-3135-333539333737,442750,-2700.000003,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f50-3135-333539333737,428249.9999,-2700.000003,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f53-3135-333539333737,442750,-3500.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f56-3135-333539333737,428249.9999,-3500.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f59-3135-333539333737,442750,-4300.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f5c-3135-333539333737,428249.9999,-4300.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f5f-3135-333539333737,442750,-5100.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f62-3135-333539333737,428249.9999,-5100.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f65-3135-333539333737,442750,-5900.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f68-3135-333539333737,428249.9999,-5900.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f6b-3135-333539333737,442750,-6700.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f6e-3135-333539333737,428249.9999,-6700.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f71-3135-333539333737,442750,-7500.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f74-3135-333539333737,428249.9999,-7500.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f77-3135-333539333737,442750,-8300.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f7a-3135-333539333737,428249.9999,-8300.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f7d-3135-333539333737,442750,-9100.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f80-3135-333539333737,428249.9999,-9100.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f83-3135-333539333737,442750,-9900.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f86-3135-333539333737,428249.9999,-9900.000002,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f89-3135-333539333737,442750,-10700,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f8c-3135-333539333737,428249.9999,-10700,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f8f-3135-333539333737,442750,-11500,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f92-3135-333539333737,428249.9999,-11500,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f95-3135-333539333737,442750,-12300,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f98-3135-333539333737,428249.9999,-12300,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f9b-3135-333539333737,442750,-13100,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2f9e-3135-333539333737,428249.9999,-13100,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fa1-3135-333539333737,442750,-13900,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fa4-3135-333539333737,428249.9999,-13900,163.6615514,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fa7-3135-333539333737,442750,-15256.68306,244.0542829,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2faa-3135-333539333737,428249.9999,-15256.68306,244.0542829,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fad-3135-333539333737,442750,-16038.82422,412.1471173,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fb0-3135-333539333737,428249.9999,-16038.82422,412.1471173,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fb3-3135-333539333737,442750,-16820.96538,580.2399517,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fb6-3135-333539333737,428249.9999,-16820.96538,580.2399517,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fb9-3135-333539333737,442750,-17603.10655,748.3327861,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fbc-3135-333539333737,428249.9999,-17603.10655,748.3327861,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fbf-3135-333539333737,442750,-18385.24771,916.4256204,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fc2-3135-333539333737,428249.9999,-18385.24771,916.4256204,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fc5-3135-333539333737,442750,-19167.38887,1084.518455,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fc8-3135-333539333737,428249.9999,-19167.38887,1084.518455,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fcb-3135-333539333737,442750,-19949.53004,1252.611289,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fce-3135-333539333737,428249.9999,-19949.53004,1252.611289,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fd1-3135-333539333737,442750,12949.53003,1252.611288,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fd4-3135-333539333737,428249.9999,12949.53003,1252.611288,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fd7-3135-333539333737,442750,12167.38887,1084.518454,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fda-3135-333539333737,428249.9999,12167.38887,1084.518454,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fdd-3135-333539333737,442750,11385.24771,916.4256196,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fe0-3135-333539333737,428249.9999,11385.24771,916.4256196,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fe3-3135-333539333737,442750,10603.10654,748.3327852,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fe6-3135-333539333737,428249.9999,10603.10654,748.3327852,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fe9-3135-333539333737,442750,9820.965379,580.2399508,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fec-3135-333539333737,428249.9999,9820.965379,580.2399508,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2fef-3135-333539333737,442750,9038.824216,412.1471165,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2ff2-3135-333539333737,428249.9999,9038.824216,412.1471165,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2ff5-3135-333539333737,442750,8256.683053,244.0542821,14347.70049,scw-C3-JD-24,60
CN,5b8c7ab1-0000-2ff8-3135-333539333737,428249.9999,8256.683053,244.0542821,14347.70049,scw-C3-JD-24,39
RF,5b8c7ab1-0000-2ffb-3135-333539333737,428605.8186,7861.280022,381.0217252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-2ffe-3135-333539333737,428894.1814,7861.280022,381.0217252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3001-3135-333539333737,428605.8186,-14861.27896,381.0317252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3004-3135-333539333737,428894.1814,-14861.27896,381.0317252,230812.8665,scw-C3-JD-24,162
RF,5b8c7ab1-0000-3007-3135-333539333737,428750,-849.9999096,1826.64516,36000.00732,scw-C3-JD-24,132
RF,5b8c7ab1-0000-300a-3135-333539333737,428750,-850.0014574,941.4400235,60000.0403,scw-C3-JD-24,39
RF,5b8c7ab1-0000-300d-3135-333539333737,436105.8186,7861.280022,381.0217252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3010-3135-333539333737,436394.1814,7861.280022,381.0217252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3013-3135-333539333737,436105.8186,-14861.27896,381.0317252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3016-3135-333539333737,436394.1814,-14861.27896,381.0317252,230812.8665,scw-C3-JD-24,162
RF,5b8c7ab1-0000-3019-3135-333539333737,436250,-849.9999096,1826.64516,36000.00732,scw-C3-JD-24,132
RF,5b8c7ab1-0000-301c-3135-333539333737,436250,-850.0014574,941.4400235,60000.0403,scw-C3-JD-24,39
RF,5b8c7ab1-0000-301f-3135-333539333737,439855.8186,7861.280022,381.0217252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3022-3135-333539333737,440144.1814,7861.280022,381.0217252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3025-3135-333539333737,439855.8186,-14861.27896,381.0317252,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-3028-3135-333539333737,440144.1814,-14861.27896,381.0317252,230812.8665,scw-C3-JD-24,162
RF,5b8c7ab1-0000-302b-3135-333539333737,440000,-849.9999096,1826.64516,36000.00732,scw-C3-JD-24,132
RF,5b8c7ab1-0000-302e-3135-333539333737,440000,-850.0014574,941.4400235,60000.0403,scw-C3-JD-24,42
RF,5b8c7ab1-0000-3031-3135-333539333737,428669.9347,4891.131221,540.0003696,882335.2657,scw-C3-JD-24,42
RF,5b8c7ab1-0000-3038-3135-333539333737,428669.9295,10509.54151,1113.273663,813692.6722,scw-C3-JD-24,72
RF,5b8c7ab1-0000-303f-3135-333539333737,428674.6026,2299.977788,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3042-3135-333539333737,428674.5962,3499.978136,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3045-3135-333539333737,428674.5896,4699.978484,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3048-3135-333539333737,428674.5828,5899.978833,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-304b-3135-333539333737,428674.5758,7099.979181,1441.900921,249215.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-304e-3135-333539333737,428674.5423,8299.978358,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3051-3135-333539333737,428674.4645,9299.97614,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3054-3135-333539333737,428674.358,6499.968085,1912.00047,164683.604,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3057-3135-333539333737,428674.3546,10299.97392,1666.877212,163822.2641,scw-C3-JD-24,72
RF,5b8c7ab1-0000-305a-3135-333539333737,428674.1881,11299.97143,1761.876648,130222.5633,scw-C3-JD-24,72
RF,5b8c7ab1-0000-305d-3135-333539333737,428673.9771,12099.96981,1837.798905,103364.3443,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3060-3135-333539333737,428673.6178,12899.96391,1913.763999,76494.17922,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3063-3135-333539333737,428674.6276,-4199.975542,1565.650616,283865.7187,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3066-3135-333539333737,428674.6217,-5449.975917,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3069-3135-333539333737,428674.615,-6849.976336,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-306c-3135-333539333737,428674.6087,-8099.97671,1516.899212,270215.3257,scw-C3-JD-24,12
RF,5b8c7ab1-0000-306f-3135-333539333737,428690,-6225.124313,2540.873944,1035823.297,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3072-3135-333539333737,428674.4513,-6149.976778,2260.002791,192677.1139,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3075-3135-333539333737,428674.6217,-1550.023329,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3078-3135-333539333737,428674.615,-150.0229228,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-307b-3135-333539333737,428674.4513,-850.0433816,2260.002741,192682.7532,scw-C3-JD-24,12
RF,5b8c7ab1-0000-307e-3135-333539333737,428690,-774.8744381,2540.873913,1035823.771,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3081-3135-333539333737,428674.6087,1099.97744,1516.899212,270215.3257,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3084-3135-333539333737,428674.6276,-2800.023692,1565.650616,283865.7187,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3087-3135-333539333737,428497.5,7898.668291,12.53499084,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-308a-3135-333539333737,428516.2122,7845.971568,532.0817449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-308d-3135-333539333737,428566.5658,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-3090-3135-333539333737,428566.5658,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,12
