class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,edgeCount,edgeLenSum,segment_no
CN,5b8c7ab1-0002-c7c6-3135-333539343038,614250,11385.24771,916.4256204,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7c9-3135-333539343038,628750.0001,11385.24771,916.4256204,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7cc-3135-333539343038,614250,12167.38887,1084.518455,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7cf-3135-333539343038,628750.0001,12167.38887,1084.518455,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7d2-3135-333539343038,614250,12949.53004,1252.611289,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7d5-3135-333539343038,628750.0001,12949.53004,1252.611289,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7d8-3135-333539343038,614250,-19949.53003,1252.611288,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7db-3135-333539343038,628750.0001,-19949.53003,1252.611288,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7de-3135-333539343038,614250,-19167.38887,1084.518454,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7e1-3135-333539343038,628750.0001,-19167.38887,1084.518454,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7e4-3135-333539343038,614250,-18385.24771,916.4256196,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7e7-3135-333539343038,628750.0001,-18385.24771,916.4256196,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7ea-3135-333539343038,614250,-17603.10654,748.3327852,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7ed-3135-333539343038,628750.0001,-17603.10654,748.3327852,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7f0-3135-333539343038,614250,-16820.96538,580.2399509,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7f3-3135-333539343038,628750.0001,-16820.96538,580.2399509,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7f6-3135-333539343038,614250,-16038.82422,412.1471165,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7f9-3135-333539343038,628750.0001,-16038.82422,412.1471165,96194.95606,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7fc-3135-333539343038,614250,-15256.68305,244.0542821,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
CN,5b8c7ab1-0002-c7ff-3135-333539343038,628750.0001,-15256.68305,244.0542821,96194.95607,14347.70049,60,4207.534417,scw-C3-JD-27
RF,5b8c7ab1-0002-c802-3135-333539343038,628394.1814,-14861.28002,381.0217252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c805-3135-333539343038,628105.8186,-14861.28002,381.0217252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c808-3135-333539343038,628394.1814,7861.278961,381.0317252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c80b-3135-333539343038,628105.8186,7861.278961,381.0317252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c80e-3135-333539343038,628250,-6150.000074,1826.645172,488919.133,35999.98705,162,14005.74735,scw-C3-JD-27
RF,5b8c7ab1-0002-c811-3135-333539343038,628250,-6149.998543,941.4400235,533583.7427,60000.0403,132,13492.81069,scw-C3-JD-27
RF,5b8c7ab1-0002-c814-3135-333539343038,620894.1814,-14861.28002,381.0217252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c817-3135-333539343038,620605.8186,-14861.28002,381.0217252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c81a-3135-333539343038,620894.1814,7861.278961,381.0317252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c81d-3135-333539343038,620605.8186,7861.278961,381.0317252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c820-3135-333539343038,620750,-6150.000074,1826.645172,488919.133,35999.98705,162,14005.74735,scw-C3-JD-27
RF,5b8c7ab1-0002-c823-3135-333539343038,620750,-6149.998543,941.4400235,533583.7427,60000.0403,132,13492.81069,scw-C3-JD-27
RF,5b8c7ab1-0002-c826-3135-333539343038,617144.1814,-14861.28002,381.0217252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c829-3135-333539343038,616855.8186,-14861.28002,381.0217252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c82c-3135-333539343038,617144.1814,7861.278961,381.0317252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c82f-3135-333539343038,616855.8186,7861.278961,381.0317252,491590.5819,230812.8665,39,5150.141486,scw-C3-JD-27
RF,5b8c7ab1-0002-c832-3135-333539343038,617000,-6150.000074,1826.645172,488919.133,35999.98705,162,14005.74735,scw-C3-JD-27
RF,5b8c7ab1-0002-c835-3135-333539343038,617000,-6149.998543,941.4400235,533583.7427,60000.0403,132,13492.81069,scw-C3-JD-27
RF,5b8c7ab1-0002-c838-3135-333539343038,628330.0653,-11891.13122,540.0003608,1885293.279,882335.2657,42,24264.54963,scw-C3-JD-27
RF,5b8c7ab1-0002-c83f-3135-333539343038,628330.0705,-17509.54151,1113.273663,1738855.747,813692.6724,42,22434.08048,scw-C3-JD-27
RF,5b8c7ab1-0002-c846-3135-333539343038,628325.3974,-9299.977788,1501.900921,572806.0538,266015.8042,72,8394.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c849-3135-333539343038,628325.4038,-10499.97814,1486.900979,563806.0535,261815.8041,72,8274.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c84c-3135-333539343038,628325.4104,-11699.97848,1471.900863,554806.0536,257615.8041,72,8154.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c84f-3135-333539343038,628325.4172,-12899.97883,1456.900921,545806.0538,253415.8042,72,8034.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c852-3135-333539343038,628325.4242,-14099.97918,1441.900921,536806.0538,249215.8042,72,7914.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c855-3135-333539343038,628325.4577,-15299.97836,1477.024235,497731.4198,230980.975,72,7393.893964,scw-C3-JD-27
RF,5b8c7ab1-0002-c858-3135-333539343038,628325.5355,-16299.97614,1571.842376,425840.6604,197431.954,72,6435.350506,scw-C3-JD-27
RF,5b8c7ab1-0002-c85b-3135-333539343038,628325.642,-13499.96809,1912.00047,355665.6284,164683.6038,72,5499.68415,scw-C3-JD-27
RF,5b8c7ab1-0002-c85e-3135-333539343038,628325.6454,-17299.97392,1666.877212,353819.8965,163822.2641,72,5475.073651,scw-C3-JD-27
RF,5b8c7ab1-0002-c861-3135-333539343038,628325.8119,-18299.97143,1761.876648,281820.5376,130222.5633,72,4515.082196,scw-C3-JD-27
RF,5b8c7ab1-0002-c864-3135-333539343038,628326.0229,-19099.96981,1837.798905,224267.2111,103364.3443,72,3747.704511,scw-C3-JD-27
RF,5b8c7ab1-0002-c867-3135-333539343038,628326.3822,-19899.96391,1913.763999,166688.286,76494.17922,72,2979.985515,scw-C3-JD-27
RF,5b8c7ab1-0002-c86a-3135-333539343038,628325.3724,-2800.024458,1565.650616,611055.8706,283865.7187,72,8904.88664,scw-C3-JD-27
RF,5b8c7ab1-0002-c86d-3135-333539343038,628325.3783,-1550.024083,1550.025066,601680.541,279490.5649,72,8779.882245,scw-C3-JD-27
RF,5b8c7ab1-0002-c870-3135-333539343038,628325.385,-150.0236641,1532.525921,591181.0537,274590.8042,72,8639.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c873-3135-333539343038,628325.3913,1099.97671,1516.899212,581805.0283,270215.3257,72,8514.875409,scw-C3-JD-27
RF,5b8c7ab1-0002-c876-3135-333539343038,628310,-774.8756876,2540.873919,2184480.624,1035823.297,12,22606.80624,scw-C3-JD-27
RF,5b8c7ab1-0002-c879-3135-333539343038,628325.5487,-850.0232222,2260.002791,415651.7204,192677.1137,72,6299.498619,scw-C3-JD-27
RF,5b8c7ab1-0002-c87c-3135-333539343038,628325.3783,-5449.976671,1550.025066,601680.541,279490.5649,72,8779.882245,scw-C3-JD-27
RF,5b8c7ab1-0002-c87f-3135-333539343038,628325.385,-6849.977077,1532.525921,591181.0537,274590.8042,72,8639.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c882-3135-333539343038,628325.5487,-6149.956621,2260.002741,415663.8102,192682.7558,72,6299.659759,scw-C3-JD-27
RF,5b8c7ab1-0002-c885-3135-333539343038,628310,-6225.125561,2540.873888,2184481.624,1035823.771,12,22606.81624,scw-C3-JD-27
RF,5b8c7ab1-0002-c888-3135-333539343038,628325.3913,-8099.97744,1516.899212,581805.0283,270215.3257,72,8514.875409,scw-C3-JD-27
RF,5b8c7ab1-0002-c88b-3135-333539343038,628325.3724,-4199.976308,1565.650616,611055.8706,283865.7187,72,8904.88664,scw-C3-JD-27
RF,5b8c7ab1-0002-c88e-3135-333539343038,628502.5,-14898.66829,12.53499084,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c891-3135-333539343038,628483.7878,-14845.97157,532.0817449,244171.3708,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c894-3135-333539343038,628433.4342,-14852.29756,158.4822947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c897-3135-333539343038,628433.4342,-14914.72555,164.8087319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c89a-3135-333539343038,628330,-3500.000524,540.0003696,3491000.335,1635000.157,12,44240.00418,scw-C3-JD-27
RF,5b8c7ab1-0002-c89d-3135-333539343038,628310,-14516.48974,2333.589812,4458282.271,2115879.079,12,45344.82271,scw-C3-JD-27
RF,5b8c7ab1-0002-c8a0-3135-333539343038,628330.079,4890.441549,540.0004696,1884882.765,882127.0103,48,24285.74891,scw-C3-JD-27
RF,5b8c7ab1-0002-c8a7-3135-333539343038,628330.0864,10510.2229,1113.421676,1738439.294,813481.6896,48,22455.18303,scw-C3-JD-27
RF,5b8c7ab1-0002-c8ae-3135-333539343038,628325.3974,2299.977108,1501.900921,572806.0538,266015.8042,72,8394.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c8b1-3135-333539343038,628325.4038,3499.977467,1486.900979,563806.0535,261815.8041,72,8274.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c8b4-3135-333539343038,628325.4104,4699.977827,1471.900863,554806.0536,257615.8041,72,8154.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c8b7-3135-333539343038,628325.4172,5899.978186,1456.900921,545806.0538,253415.8042,72,8034.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c8ba-3135-333539343038,628325.4242,7099.978546,1441.900921,536806.0538,249215.8042,72,7914.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c8bd-3135-333539343038,628325.4577,8299.977772,1477.024235,497731.4198,230980.975,72,7393.893964,scw-C3-JD-27
RF,5b8c7ab1-0002-c8c0-3135-333539343038,628325.5355,9299.975644,1571.842376,425840.6604,197431.954,72,6435.350506,scw-C3-JD-27
RF,5b8c7ab1-0002-c8c3-3135-333539343038,628325.642,6499.968124,1912.00047,355665.6284,164683.6038,72,5499.68415,scw-C3-JD-27
RF,5b8c7ab1-0002-c8c6-3135-333539343038,628325.6454,10299.97351,1666.877212,353819.8965,163822.2641,72,5475.073651,scw-C3-JD-27
RF,5b8c7ab1-0002-c8c9-3135-333539343038,628325.8119,11299.97112,1761.876648,281820.5376,130222.5633,72,4515.082196,scw-C3-JD-27
RF,5b8c7ab1-0002-c8cc-3135-333539343038,628326.0229,12099.96957,1837.798905,224267.2111,103364.3443,72,3747.704511,scw-C3-JD-27
RF,5b8c7ab1-0002-c8cf-3135-333539343038,628326.3822,12899.96395,1913.763999,166688.286,76494.17922,72,2979.985515,scw-C3-JD-27
RF,5b8c7ab1-0002-c8d2-3135-333539343038,628310,7666.489183,2329.839798,4338245.257,2058861.497,12,44144.45257,scw-C3-JD-27
RF,5b8c7ab1-0002-c8d5-3135-333539343038,627997.5,-14898.66829,12.53499084,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c8d8-3135-333539343038,628016.2122,-14845.97157,532.081745,244171.3708,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c8db-3135-333539343038,628066.5658,-14852.29756,158.4822947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c8de-3135-333539343038,628066.5658,-14914.72555,164.8087319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c8e1-3135-333539343038,628502.5,7898.668332,12.53494768,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c8e4-3135-333539343038,628483.7878,7845.970506,532.0917449,244171.3709,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c8e7-3135-333539343038,628433.4342,7852.296503,158.4922947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c8ea-3135-333539343038,628433.4342,7914.724486,164.8187319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c8ed-3135-333539343038,627997.5,7898.668332,12.53494767,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c8f0-3135-333539343038,628016.2122,7845.970506,532.0917449,244171.3709,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c8f3-3135-333539343038,628066.5658,7852.296503,158.4922947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c8f6-3135-333539343038,628066.5658,7914.724486,164.8187319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c8f9-3135-333539343038,628250,-849.9999369,1826.645165,488919.1246,36000.01059,162,14005.74723,scw-C3-JD-27
RF,5b8c7ab1-0002-c8fc-3135-333539343038,628250,-850.0014128,941.4399676,533583.7427,60000.0403,132,13492.81069,scw-C3-JD-27
RF,5b8c7ab1-0002-c8ff-3135-333539343038,628250,-3291.395762,1555.003857,232756.0602,24000.21322,114,8144.659692,scw-C3-JD-27
RF,5b8c7ab1-0002-c902-3135-333539343038,628250,-3708.604544,1555.003933,232756.0565,24000.21865,114,8144.659635,scw-C3-JD-27
RF,5b8c7ab1-0002-c905-3135-333539343038,628250,-3291.395662,1055.003857,232756.0602,24000.21322,114,8144.659692,scw-C3-JD-27
RF,5b8c7ab1-0002-c908-3135-333539343038,628250,-3708.604444,1055.003933,232756.0565,24000.21865,114,8144.659635,scw-C3-JD-27
RF,5b8c7ab1-0002-c90b-3135-333539343038,628250,6291.395694,1599.999638,232756.0537,24000.21865,114,8144.659588,scw-C3-JD-27
RF,5b8c7ab1-0002-c90e-3135-333539343038,628250,6708.604466,1599.999566,232756.0512,24000.21322,114,8144.659552,scw-C3-JD-27
RF,5b8c7ab1-0002-c911-3135-333539343038,628250,-13291.39577,1599.999567,232756.0517,24000.21322,114,8144.65956,scw-C3-JD-27
RF,5b8c7ab1-0002-c914-3135-333539343038,628250,-13708.60453,1599.999668,232756.0358,24000.21865,114,8144.659344,scw-C3-JD-27
RF,5b8c7ab1-0002-c917-3135-333539343038,620830.0653,-11891.13122,540.0003608,1885293.279,882335.2657,42,24264.54963,scw-C3-JD-27
RF,5b8c7ab1-0002-c91e-3135-333539343038,620830.0705,-17509.54151,1113.273663,1738855.747,813692.6724,42,22434.08048,scw-C3-JD-27
RF,5b8c7ab1-0002-c925-3135-333539343038,620825.3974,-9299.977788,1501.900921,572806.0538,266015.8042,72,8394.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c928-3135-333539343038,620825.4038,-10499.97814,1486.900979,563806.0535,261815.8041,72,8274.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c92b-3135-333539343038,620825.4104,-11699.97848,1471.900863,554806.0536,257615.8041,72,8154.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c92e-3135-333539343038,620825.4172,-12899.97883,1456.900921,545806.0538,253415.8042,72,8034.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c931-3135-333539343038,620825.4242,-14099.97918,1441.900921,536806.0538,249215.8042,72,7914.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c934-3135-333539343038,620825.4577,-15299.97836,1477.024235,497731.4198,230980.975,72,7393.893964,scw-C3-JD-27
RF,5b8c7ab1-0002-c937-3135-333539343038,620825.5355,-16299.97614,1571.842376,425840.6604,197431.954,72,6435.350506,scw-C3-JD-27
RF,5b8c7ab1-0002-c93a-3135-333539343038,620825.642,-13499.96809,1912.00047,355665.6284,164683.6038,72,5499.68415,scw-C3-JD-27
RF,5b8c7ab1-0002-c93d-3135-333539343038,620825.6454,-17299.97392,1666.877212,353819.8965,163822.2641,72,5475.073651,scw-C3-JD-27
RF,5b8c7ab1-0002-c940-3135-333539343038,620825.8119,-18299.97143,1761.876648,281820.5376,130222.5633,72,4515.082196,scw-C3-JD-27
RF,5b8c7ab1-0002-c943-3135-333539343038,620826.0229,-19099.96981,1837.798905,224267.2111,103364.3443,72,3747.704511,scw-C3-JD-27
RF,5b8c7ab1-0002-c946-3135-333539343038,620826.3822,-19899.96391,1913.763999,166688.286,76494.17922,72,2979.985515,scw-C3-JD-27
RF,5b8c7ab1-0002-c949-3135-333539343038,620825.3724,-2800.024458,1565.650616,611055.8706,283865.7187,72,8904.88664,scw-C3-JD-27
RF,5b8c7ab1-0002-c94c-3135-333539343038,620825.3783,-1550.024083,1550.025066,601680.541,279490.5649,72,8779.882245,scw-C3-JD-27
RF,5b8c7ab1-0002-c94f-3135-333539343038,620825.385,-150.0236641,1532.525921,591181.0537,274590.8042,72,8639.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c952-3135-333539343038,620825.3913,1099.97671,1516.899212,581805.0283,270215.3257,72,8514.875409,scw-C3-JD-27
RF,5b8c7ab1-0002-c955-3135-333539343038,620810,-774.8756876,2540.873919,2184480.624,1035823.297,12,22606.80624,scw-C3-JD-27
RF,5b8c7ab1-0002-c958-3135-333539343038,620825.5487,-850.0232222,2260.002791,415651.7204,192677.1137,72,6299.498619,scw-C3-JD-27
RF,5b8c7ab1-0002-c95b-3135-333539343038,620825.3783,-5449.976671,1550.025066,601680.541,279490.5649,72,8779.882245,scw-C3-JD-27
RF,5b8c7ab1-0002-c95e-3135-333539343038,620825.385,-6849.977077,1532.525921,591181.0537,274590.8042,72,8639.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c961-3135-333539343038,620825.5487,-6149.956621,2260.002741,415663.8102,192682.7558,72,6299.659759,scw-C3-JD-27
RF,5b8c7ab1-0002-c964-3135-333539343038,620810,-6225.125561,2540.873888,2184481.624,1035823.771,12,22606.81624,scw-C3-JD-27
RF,5b8c7ab1-0002-c967-3135-333539343038,620825.3913,-8099.97744,1516.899212,581805.0283,270215.3257,72,8514.875409,scw-C3-JD-27
RF,5b8c7ab1-0002-c96a-3135-333539343038,620825.3724,-4199.976308,1565.650616,611055.8706,283865.7187,72,8904.88664,scw-C3-JD-27
RF,5b8c7ab1-0002-c96d-3135-333539343038,621002.5,-14898.66829,12.53499084,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c970-3135-333539343038,620983.7878,-14845.97157,532.0817449,244171.3708,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c973-3135-333539343038,620933.4342,-14852.29756,158.4822947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c976-3135-333539343038,620933.4342,-14914.72555,164.8087319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c979-3135-333539343038,620830,-3500.000524,540.0003696,3491000.335,1635000.157,12,44240.00418,scw-C3-JD-27
RF,5b8c7ab1-0002-c97c-3135-333539343038,620810,-14516.48974,2333.589812,4458282.271,2115879.079,12,45344.82271,scw-C3-JD-27
RF,5b8c7ab1-0002-c97f-3135-333539343038,620830.079,4890.441548,540.0004696,1884882.765,882127.0103,48,24285.74891,scw-C3-JD-27
RF,5b8c7ab1-0002-c986-3135-333539343038,620830.0864,10510.2229,1113.421676,1738439.294,813481.6896,48,22455.18303,scw-C3-JD-27
RF,5b8c7ab1-0002-c98d-3135-333539343038,620825.3974,2299.977108,1501.900921,572806.0538,266015.8042,72,8394.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c990-3135-333539343038,620825.4038,3499.977467,1486.900979,563806.0535,261815.8041,72,8274.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c993-3135-333539343038,620825.4104,4699.977827,1471.900863,554806.0536,257615.8041,72,8154.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c996-3135-333539343038,620825.4172,5899.978186,1456.900921,545806.0538,253415.8042,72,8034.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c999-3135-333539343038,620825.4242,7099.978546,1441.900921,536806.0538,249215.8042,72,7914.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-c99c-3135-333539343038,620825.4577,8299.977772,1477.024235,497731.4198,230980.975,72,7393.893964,scw-C3-JD-27
RF,5b8c7ab1-0002-c99f-3135-333539343038,620825.5355,9299.975644,1571.842376,425840.6604,197431.954,72,6435.350506,scw-C3-JD-27
RF,5b8c7ab1-0002-c9a2-3135-333539343038,620825.642,6499.968124,1912.00047,355665.6284,164683.6038,72,5499.68415,scw-C3-JD-27
RF,5b8c7ab1-0002-c9a5-3135-333539343038,620825.6454,10299.97351,1666.877212,353819.8965,163822.2641,72,5475.073651,scw-C3-JD-27
RF,5b8c7ab1-0002-c9a8-3135-333539343038,620825.8119,11299.97112,1761.876648,281820.5376,130222.5633,72,4515.082196,scw-C3-JD-27
RF,5b8c7ab1-0002-c9ab-3135-333539343038,620826.0229,12099.96957,1837.798905,224267.2111,103364.3443,72,3747.704511,scw-C3-JD-27
RF,5b8c7ab1-0002-c9ae-3135-333539343038,620826.3822,12899.96395,1913.763999,166688.286,76494.17922,72,2979.985515,scw-C3-JD-27
RF,5b8c7ab1-0002-c9b1-3135-333539343038,620810,7666.489183,2329.839798,4338245.257,2058861.497,12,44144.45257,scw-C3-JD-27
RF,5b8c7ab1-0002-c9b4-3135-333539343038,620497.5,-14898.66829,12.53499084,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c9b7-3135-333539343038,620516.2122,-14845.97157,532.0817449,244171.3708,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c9ba-3135-333539343038,620566.5658,-14852.29756,158.4822947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c9bd-3135-333539343038,620566.5658,-14914.72555,164.8087319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c9c0-3135-333539343038,621002.5,7898.668332,12.53494768,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c9c3-3135-333539343038,620983.7878,7845.970506,532.0917449,244171.3709,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c9c6-3135-333539343038,620933.4342,7852.296503,158.4922947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c9c9-3135-333539343038,620933.4342,7914.724486,164.8187319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c9cc-3135-333539343038,620497.5,7898.668332,12.53494767,248392.5451,55654.85877,24,4762.690959,scw-C3-JD-27
RF,5b8c7ab1-0002-c9cf-3135-333539343038,620516.2122,7845.970506,532.0917449,244171.3709,111200,24,4434.27417,scw-C3-JD-27
RF,5b8c7ab1-0002-c9d2-3135-333539343038,620566.5658,7852.296503,158.4922947,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c9d5-3135-333539343038,620566.5658,7914.724486,164.8187319,42993.51888,17492.95005,54,1781.523756,scw-C3-JD-27
RF,5b8c7ab1-0002-c9d8-3135-333539343038,620750,-849.9999369,1826.645165,488919.1246,36000.01059,162,14005.74723,scw-C3-JD-27
RF,5b8c7ab1-0002-c9db-3135-333539343038,620750,-850.0014128,941.4399676,533583.7427,60000.0403,132,13492.81069,scw-C3-JD-27
RF,5b8c7ab1-0002-c9de-3135-333539343038,620750,-3291.395762,1555.003857,232756.0602,24000.21322,114,8144.659692,scw-C3-JD-27
RF,5b8c7ab1-0002-c9e1-3135-333539343038,620750,-3708.604544,1555.003933,232756.0565,24000.21865,114,8144.659635,scw-C3-JD-27
RF,5b8c7ab1-0002-c9e4-3135-333539343038,620750,-3291.395662,1055.003857,232756.0602,24000.21322,114,8144.659692,scw-C3-JD-27
RF,5b8c7ab1-0002-c9e7-3135-333539343038,620750,-3708.604444,1055.003933,232756.0565,24000.21865,114,8144.659635,scw-C3-JD-27
RF,5b8c7ab1-0002-c9ea-3135-333539343038,620750,6291.395694,1599.999638,232756.0537,24000.21865,114,8144.659588,scw-C3-JD-27
RF,5b8c7ab1-0002-c9ed-3135-333539343038,620750,6708.604466,1599.999566,232756.0512,24000.21322,114,8144.659552,scw-C3-JD-27
RF,5b8c7ab1-0002-c9f0-3135-333539343038,620750,-13291.39577,1599.999567,232756.0517,24000.21322,114,8144.65956,scw-C3-JD-27
RF,5b8c7ab1-0002-c9f3-3135-333539343038,620750,-13708.60453,1599.999668,232756.0358,24000.21865,114,8144.659344,scw-C3-JD-27
RF,5b8c7ab1-0002-c9f6-3135-333539343038,617080.0653,-11891.13122,540.0003608,1885293.279,882335.2657,42,24264.54963,scw-C3-JD-27
RF,5b8c7ab1-0002-c9fd-3135-333539343038,617080.0705,-17509.54151,1113.273663,1738855.747,813692.6724,42,22434.08048,scw-C3-JD-27
RF,5b8c7ab1-0002-ca04-3135-333539343038,617075.3974,-9299.977788,1501.900921,572806.0538,266015.8042,72,8394.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-ca07-3135-333539343038,617075.4038,-10499.97814,1486.900979,563806.0535,261815.8041,72,8274.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-ca0a-3135-333539343038,617075.4104,-11699.97848,1471.900863,554806.0536,257615.8041,72,8154.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-ca0d-3135-333539343038,617075.4172,-12899.97883,1456.900921,545806.0538,253415.8042,72,8034.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-ca10-3135-333539343038,617075.4242,-14099.97918,1441.900921,536806.0538,249215.8042,72,7914.889081,scw-C3-JD-27
RF,5b8c7ab1-0002-ca13-3135-333539343038,617075.4577,-15299.97836,1477.024235,497731.4198,230980.975,72,7393.893964,scw-C3-JD-27
